Country_name_encoded,GDP Data,Year,Country Name,Predicted Enrollment Rates
44,1992.89065916608,2025,Czechia,35.406654
45,4952.481839606634,2025,Democratic Republic of Congo,49.775124
46,9143.795832484197,2025,Denmark,75.33395
47,9698.088998649606,2025,Djibouti,77.77197
48,7649.246327600544,2025,Dominica,67.498505
49,4996.305596769604,2025,Dominican Republic,50.141403
50,716.0643736276473,2025,Ecuador,27.22984
51,2900.1902521126754,2025,Egypt,43.336426
52,2233.903956667198,2025,El Salvador,38.81669
53,2660.874794642801,2025,Estonia,41.353718
54,744.1100482581753,2025,Eswatini,22.820192
55,2716.8531603417987,2025,Ethiopia,40.186646
56,98.00538539955551,2025,Fiji,11.744261
57,5786.662329960592,2025,Finland,56.360382
58,6618.64116228396,2025,France,59.877636
59,8913.251622632208,2025,Gabon,72.93337
60,3058.596678882216,2025,Gambia,38.84723
61,4838.095738485203,2025,Georgia,49.52044
62,727.7696776556364,2025,Germany,13.027523
63,9090.136150537879,2025,Ghana,73.62586
64,2560.514626940128,2025,Greece,31.741709
65,113.7793872048165,2025,Grenada,1.1865144
66,2909.5947881972083,2025,Guatemala,32.867077
67,9510.566371347973,2025,Guinea,80.11384
68,790.5011013600349,2025,Guinea-Bissau,6.69072
69,2494.1749365975875,2025,Guyana,29.181572
70,8354.149191054343,2025,Haiti,75.7642
71,2808.388700150607,2025,Honduras,35.012016
72,9452.44772722138,2025,Hong Kong,81.20422
73,9010.79301365241,2025,Hungary,79.69346
74,635.6660399893054,2025,Iceland,7.021775
75,7104.425013705136,2025,India,75.09721
76,2714.383278490641,2025,Indonesia,41.053604
77,8112.091990131726,2025,Iran,77.659
78,1519.1992697114965,2025,Iraq,24.71584
79,2270.0318823219955,2025,Ireland,38.75584
80,5748.128729519814,2025,Israel,73.93192
81,6927.11920896658,2025,Italy,75.546234
82,9887.213127178855,2025,Jamaica,78.51874
83,7345.209163163534,2025,Japan,75.38355
84,8081.0967910967165,2025,Jordan,75.97838
85,1114.3477490004095,2025,Kazakhstan,25.728912
86,6100.321370451551,2025,Kenya,73.63407
87,499.84527204833154,2025,Kuwait,18.341455
88,9503.193918296934,2025,Kyrgyzstan,76.69149
89,4427.243646651902,2025,Laos,64.43633
90,3310.3153135042553,2025,Latvia,57.590652
91,9396.573958970517,2025,Lebanon,70.747826
92,2479.2826226216403,2025,Lesotho,46.266186
93,3495.613496050538,2025,Liberia,50.509613
94,5022.196996540761,2025,Lithuania,53.74814
95,1024.6791487530115,2025,Luxembourg,20.195875
96,6015.99768772965,2025,Macao,52.392174
97,5028.479583310521,2025,Madagascar,47.483322
98,6147.785912317879,2025,Malawi,50.611988
99,9216.991667788106,2025,Malaysia,60.24141
100,5746.283881028631,2025,Maldives,47.83145
101,1156.748536626414,2025,Mali,16.63572
102,3653.3253987309968,2025,Malta,39.09954
103,1983.3472778418616,2025,Mauritania,27.33435
104,1163.2712759833585,2025,Mauritius,16.348022
105,1066.1574979730492,2025,Mexico,15.165691
106,2465.851196934231,2025,Moldova,33.243317
107,5896.535391496764,2025,Mongolia,50.42569
108,2180.3398753121937,2025,Montenegro,29.663853
109,5216.0573237611825,2025,Montserrat,47.887146
110,4468.524703389614,2025,Morocco,44.79291
111,8820.368642289008,2025,Mozambique,69.28347
112,195.3819633904641,2025,Myanmar,3.9952855
113,4921.615508536083,2025,Namibia,47.512222
114,4102.173969623246,2025,Nepal,44.013706
115,8934.724392861746,2025,Netherlands,71.24142
116,1855.2436368169301,2025,New Zealand,24.324625
117,5736.695368044035,2025,Nicaragua,54.441063
118,9429.947328570204,2025,Niger,73.25666
119,3936.1858969482355,2025,Nigeria,44.144745
120,6714.731724368152,2025,North Macedonia,62.672943
121,4690.616510719768,2025,Norway,49.91627
122,9766.959119950827,2025,Oman,75.33474
123,5611.858469540039,2025,Pakistan,56.942352
124,4943.768779273262,2025,Palestine,53.08425
125,5163.949984968276,2025,Panama,55.049976
126,2843.1027693606293,2025,Paraguay,35.574493
127,2619.867078042271,2025,Peru,32.577236
128,8244.570819653956,2025,Philippines,72.353714
129,6315.023137501558,2025,Poland,64.99311
130,5326.742472046768,2025,Portugal,58.92471
131,1219.7994361031372,2025,Qatar,11.376911
132,9887.912921888625,2025,Romania,77.220184
133,9209.735076337476,2025,Russia,75.20814
134,3488.137319571617,2025,Rwanda,47.720833
135,9662.49002396822,2025,Saint Kitts and Nevis,76.18486
136,9079.258913654241,2025,Saint Lucia,74.188446
137,1086.6590499105212,2025,Saint Vincent and the Grenadines,10.743828
138,4574.573394598159,2025,Sao Tome and Principe,58.00425
139,1345.693830065684,2025,Saudi Arabia,15.745571
140,7114.774261111331,2025,Senegal,68.38796
141,2811.9489401950314,2025,Serbia,40.3424
142,8390.543889319306,2025,Seychelles,71.34472
143,3216.7896546040033,2025,Sierra Leone,47.92505
144,7360.281364566374,2025,Sint Maarten (Dutch part),67.90159
145,4974.144856511875,2025,Slovakia,62.057816
146,8763.13072179668,2025,Slovenia,72.152016
147,1536.3454699367774,2025,South Africa,22.034025
148,7512.823763454826,2025,South Korea,67.886734
149,5879.8679357658375,2025,Spain,63.114986
150,5989.310303827523,2025,Sri Lanka,63.105755
151,5909.326712188557,2025,Sudan,62.653667
152,6166.203112297333,2025,Suriname,63.208492
153,5002.950403024419,2025,Sweden,60.004425
154,1239.6963833634534,2025,Switzerland,20.221071
155,9771.502896173342,2025,Syria,72.9708
156,7164.145456523801,2025,Tajikistan,65.53379
157,1208.201237067098,2025,Tanzania,20.430521
158,227.13678292606843,2025,Thailand,4.6835427
159,2181.3849852020207,2025,Togo,33.90483
160,1804.4298080011756,2025,Trinidad and Tobago,28.056908
161,4002.1340777210125,2025,Tunisia,55.82266
162,7812.201628185936,2025,Turkey,66.460976
163,9343.70712226685,2025,Turkmenistan,70.5456
164,2379.593147454525,2025,Uganda,34.735687
165,1953.7811269155836,2025,Ukraine,28.462069
166,9710.655258127299,2025,United Arab Emirates,71.35203
167,5382.65299091789,2025,United Kingdom,59.577805
168,2341.156658901934,2025,United States,31.6546
169,594.3511826801051,2025,Uruguay,7.232982
170,4273.839014168121,2025,Uzbekistan,51.359898
171,2290.173106370118,2025,Venezuela,29.054468
172,2397.469122432321,2025,Vietnam,29.29017
173,1360.3984029044568,2025,Yemen,16.630991
174,6010.922454383696,2025,Zambia,59.233013
175,4965.41300147688,2025,Zimbabwe,54.210434
0,4421.138238850011,2026,Albania,64.253426
1,666.7661450048923,2026,Algeria,19.467932
2,6886.949957541312,2026,Angola,73.562355
3,2970.6654115470733,2026,Anguilla,51.749348
4,5552.868403680918,2026,Antigua and Barbuda,68.23368
5,1997.3812342432639,2026,Argentina,38.39257
6,3049.0595700196354,2026,Armenia,52.71962
7,1832.8505148260588,2026,Australia,34.817013
8,9555.992665837502,2026,Austria,83.27491
9,7440.356340988396,2026,Azerbaijan,75.03041
10,7953.2328050625765,2026,Bahamas,76.91125
11,2509.2874741696382,2026,Bangladesh,43.43989
12,7263.361905053496,2026,Barbados,73.7208
13,3918.0539682152857,2026,Belarus,58.64743
14,8012.395123386566,2026,Belgium,76.41188
15,1085.9345880036276,2026,Belize,18.578802
16,810.5531511042308,2026,Benin,13.646524
17,5183.514861947948,2026,Bermuda,63.00288
18,1016.921482855182,2026,Bhutan,15.863359
19,4591.412413300838,2026,Bolivia,59.791016
20,7679.85074119207,2026,Bosnia and Herzegovina,73.12498
21,4624.37711357893,2026,Botswana,59.342777
22,7582.047905875347,2026,Brazil,72.09957
23,5357.59620970317,2026,British Virgin Islands,61.985092
24,8511.579796526652,2026,Brunei,75.608315
25,5092.792772403848,2026,Bulgaria,60.22266
26,9991.557281387377,2026,Burkina Faso,81.54647
27,9858.344569628542,2026,Burundi,80.66165
28,3737.5979160621932,2026,Cambodia,48.587257
29,5582.452789665595,2026,Cameroon,61.19629
30,6467.022663351097,2026,Canada,64.80346
31,2576.178003050207,2026,Cape Verde,34.093315
32,1694.2930736251637,2026,Cayman Islands,23.194525
33,4011.2275884051096,2026,Central African Republic,47.01159
34,8806.011386326041,2026,Chad,74.338356
35,180.98857848625192,2026,Chile,10.346773
36,8156.535395778053,2026,China,71.345184
37,1342.0929383069836,2026,Colombia,23.926872
38,6795.4226151531775,2026,Comoros,65.166695
39,9422.428135773373,2026,Congo,76.882324
40,4262.104696976282,2026,Costa Rica,45.90497
41,5424.181285916323,2026,Cote d'Ivoire,53.957718
42,6669.219750399629,2026,Croatia,62.738377
43,3976.4479141098973,2026,Cyprus,44.487453
44,7975.960493776346,2026,Czechia,70.19269
45,5041.545910335714,2026,Democratic Republic of Congo,50.271362
46,2937.3139634334043,2026,Denmark,41.333622
47,1845.4406300137327,2026,Djibouti,35.901634
48,5378.562992347545,2026,Dominica,52.16328
49,1626.6384657195576,2026,Dominican Republic,35.779846
50,8258.554465655501,2026,Ecuador,71.17218
51,9427.278157079121,2026,Egypt,76.38767
52,5037.405428781411,2026,El Salvador,51.63819
53,4903.596057490189,2026,Estonia,51.63238
54,899.9140900589264,2026,Eswatini,24.91397
55,2421.6526329281264,2026,Ethiopia,37.877754
56,2507.6600316640697,2026,Fiji,37.747993
57,6617.870099719939,2026,Finland,59.80079
58,4818.747577023112,2026,France,51.122063
59,4395.977493499888,2026,Gabon,48.32599
60,7942.000313899249,2026,Gambia,67.28978
61,8656.728683222025,2026,Georgia,71.287155
62,1201.8749485055723,2026,Germany,19.39877
63,9251.461625128659,2026,Ghana,74.52246
64,4876.934439338421,2026,Greece,48.021538
65,9426.362709669404,2026,Grenada,77.74318
66,3838.968569488592,2026,Guatemala,40.13604
67,6771.946545024703,2026,Guinea,61.85276
68,7543.564642899245,2026,Guinea-Bissau,68.94004
69,5214.400987096911,2026,Guyana,53.940365
70,5467.798249077746,2026,Haiti,57.33634
71,4057.9816250500244,2026,Honduras,47.13725
72,8351.682347760106,2026,Hong Kong,77.85329
73,4561.610443588171,2026,Hungary,54.80564
74,9857.79872389911,2026,Iceland,81.27176
75,9863.64528839318,2026,India,80.82939
76,4182.893242634142,2026,Indonesia,55.30307
77,305.8389191638988,2026,Iran,5.0562215
78,4195.217173184723,2026,Iraq,58.204155
79,2116.211562302096,2026,Ireland,36.010536
80,2570.765084097906,2026,Israel,45.197296
81,3038.8142478586265,2026,Italy,51.155434
82,3690.882499443748,2026,Jamaica,58.873436
83,550.3580537173402,2026,Japan,15.00559
84,8085.409455725553,2026,Jordan,75.98346
85,3325.2702534039436,2026,Kazakhstan,59.498043
86,7486.774577767389,2026,Kenya,74.86677
87,6122.949989568747,2026,Kuwait,73.44048
88,7079.767071911314,2026,Kyrgyzstan,73.42381
89,8772.258332185926,2026,Laos,73.74914
90,1088.636551832448,2026,Latvia,26.421745
91,9449.979139055322,2026,Lebanon,70.82164
92,915.1498347873166,2026,Lesotho,22.55845
93,9043.335911577778,2026,Liberia,66.37336
94,1695.1016578908996,2026,Lithuania,30.900377
95,3145.122704947838,2026,Luxembourg,43.97709
96,2281.5659377819575,2026,Macao,35.06991
97,7888.023290338576,2026,Madagascar,56.83794
98,4321.826360789326,2026,Malawi,43.64596
99,973.7534733673481,2026,Malaysia,15.491615
100,2734.0765701805626,2026,Maldives,35.438927
101,3438.4287428532402,2026,Mali,37.87507
102,4245.997160225208,2026,Malta,41.728172
103,306.77856014191264,2026,Mauritania,6.137482
104,3252.938266187302,2026,Mauritius,37.874535
105,669.24398829315,2026,Mexico,10.3971405
106,1178.0796825263074,2026,Moldova,16.464436
107,107.3756141764215,2026,Mongolia,3.472958
108,849.675927140252,2026,Montenegro,12.321323
109,9193.647658485022,2026,Montserrat,68.78063
110,499.126805709974,2026,Morocco,7.9114327
111,7576.639745081952,2026,Mozambique,62.904278
112,5988.636704668057,2026,Myanmar,53.0402
113,2210.739132872529,2026,Namibia,29.660797
114,1552.7355572875433,2026,Nepal,20.886192
115,1161.1591787081709,2026,Netherlands,14.785812
116,2784.9427034425544,2026,New Zealand,35.764374
117,2913.9470013776745,2026,Nicaragua,37.03112
118,7471.515816489375,2026,Niger,66.63784
119,8606.014388662465,2026,Nigeria,72.32205
120,3506.4720706947337,2026,North Macedonia,41.988388
121,5460.006674621941,2026,Norway,54.81049
122,4093.003097154574,2026,Oman,46.710793
123,4996.833114176775,2026,Pakistan,52.887123
124,4534.108717321995,2026,Palestine,50.52449
125,5117.433235779133,2026,Panama,54.737854
126,2332.914016022648,2026,Paraguay,27.992905
127,1877.0492327784305,2026,Peru,21.538712
128,2172.9255941652327,2026,Philippines,26.255638
129,660.6112646143847,2026,Poland,3.0031028
130,8127.781651246575,2026,Portugal,72.14414
131,271.8923721581667,2026,Qatar,-2.5109143
132,6548.506377290069,2026,Romania,66.744865
133,3304.106929574474,2026,Russia,44.66595
134,3977.55102198694,2026,Rwanda,52.33404
135,1073.9088739870217,2026,Saint Kitts and Nevis,9.973351
136,1187.5808843212187,2026,Saint Lucia,12.201981
137,7168.353286077791,2026,Saint Vincent and the Grenadines,69.30848
138,1273.7037982214706,2026,Sao Tome and Principe,14.233046
139,2400.171660483544,2026,Saudi Arabia,33.153847
140,5324.61212592425,2026,Senegal,63.22132
141,9449.724039481807,2026,Serbia,74.88795
142,7748.761539628815,2026,Seychelles,69.34002
143,4554.974276553389,2026,Sierra Leone,60.233868
144,1184.1749128879487,2026,Sint Maarten (Dutch part),14.349197
145,2907.9779766832135,2026,Slovakia,44.28302
146,6880.3823359884,2026,Slovenia,66.2494
147,5990.851951741086,2026,South Africa,63.90464
148,2080.1927915661277,2026,South Korea,32.23916
149,9017.267577897372,2026,Spain,72.27891
150,9768.52898430965,2026,Sri Lanka,74.122856
151,8366.216672333898,2026,Sudan,70.015755
152,297.9371961920629,2026,Suriname,2.827764
153,8330.739735917276,2026,Sweden,69.453606
154,1956.0200553823615,2026,Switzerland,32.777588
155,288.34052309172023,2026,Syria,4.047442
156,9742.732718198344,2026,Tajikistan,72.65923
157,6110.660462122748,2026,Tanzania,62.465584
158,2026.1396810066224,2026,Thailand,31.996609
159,9128.227264911173,2026,Togo,70.26501
160,1315.0064865628285,2026,Trinidad and Tobago,20.9242
161,9139.956877007704,2026,Tunisia,70.11867
162,854.3515935906377,2026,Turkey,13.502174
163,1117.9142276398645,2026,Turkmenistan,16.98896
164,7806.938079902085,2026,Uganda,66.32194
165,3516.6734070424855,2026,Ukraine,47.464134
166,9836.505798438038,2026,United Arab Emirates,71.6928
167,3272.9269902416536,2026,United Kingdom,43.261185
168,8415.300655055822,2026,United States,67.71967
169,4044.908500143909,2026,Uruguay,49.812943
170,9203.703540728171,2026,Uzbekistan,69.72971
171,6435.693753367951,2026,Venezuela,62.041206
172,5469.174271780704,2026,Vietnam,57.943142
173,4806.67784142978,2026,Yemen,54.341164
174,5743.0258469324,2026,Zambia,58.208374
175,6195.2047463437975,2026,Zimbabwe,59.54318
0,4261.190415649921,2027,Albania,63.637283
1,7361.046989973244,2027,Algeria,75.483475
2,2521.3194713569587,2027,Angola,45.776844
3,2883.8553976479698,2027,Anguilla,50.52262
4,2744.0143604630653,2027,Antigua and Barbuda,48.528152
5,4914.292600939869,2027,Argentina,65.505035
6,9373.090644950025,2027,Armenia,82.75998
7,3156.090074731366,2027,Australia,54.300724
8,6414.141643828726,2027,Austria,71.17214
9,5182.171120562917,2027,Azerbaijan,65.45725
10,854.0865363861927,2027,Bahamas,17.586458
11,4091.433309417639,2027,Bangladesh,60.027794
12,6081.869953420165,2027,Barbados,68.505806
13,7477.721594888417,2027,Belarus,74.35943
14,6521.964530776348,2027,Belgium,69.83329
15,9631.515356204209,2027,Belize,82.90208
16,472.69109810055386,2027,Benin,8.258856
17,7907.445281036237,2027,Bermuda,75.026024
18,3445.570661527324,2027,Bhutan,53.344963
19,6794.173733928519,2027,Bolivia,69.51289
20,6959.881620429974,2027,Bosnia and Herzegovina,69.94737
21,9866.991325034587,2027,Botswana,82.48105
22,2916.3656803922468,2027,Brazil,44.759674
23,8045.332321019077,2027,British Virgin Islands,73.84741
24,5900.009045524688,2027,Brunei,64.08216
25,5597.079396138821,2027,Bulgaria,62.44831
26,9683.582945344997,2027,Burkina Faso,80.187225
27,5.466405208074399,2027,Burundi,3.3403764
28,2101.48852655885,2027,Cambodia,27.8616
29,2225.012967991409,2027,Cameroon,29.301697
30,1734.2017510494245,2027,Canada,22.309538
31,4062.1456177205528,2027,Cape Verde,48.814068
32,2822.0573382497837,2027,Cayman Islands,37.705566
33,7056.700593907825,2027,Central African Republic,66.551926
34,8255.056567207812,2027,Chad,71.87223
35,1920.0640004178726,2027,Chile,27.65955
36,1576.4075083656337,2027,China,25.248959
37,1584.1542248258665,2027,Colombia,26.336632
38,2805.411702258923,2027,Comoros,37.50931
39,4759.752611654943,2027,Congo,49.87703
40,4068.0322029063386,2027,Costa Rica,44.823692
41,5897.743983489241,2027,Cote d'Ivoire,57.454517
42,3987.12991702898,2027,Croatia,44.38242
43,8921.394528758932,2027,Cyprus,74.46754
44,5081.019316602067,2027,Czechia,50.486538
45,4472.130772903319,2027,Democratic Republic of Congo,47.09883
46,1640.254365493935,2027,Denmark,34.52495
47,1105.0762819336824,2027,Djibouti,31.442455
48,4602.113418449567,2027,Dominica,48.38153
49,4469.890110116269,2027,Dominican Republic,48.269222
50,4092.6806030865137,2027,Ecuador,47.412712
51,7730.147286862658,2027,Egypt,66.857666
52,3471.859063133077,2027,El Salvador,46.15373
53,7317.435995154284,2027,Estonia,63.163185
54,8058.04355453835,2027,Eswatini,68.24165
55,4300.549898239132,2027,Ethiopia,49.99492
56,219.8187656917494,2027,Fiji,13.381252
57,735.0576889816907,2027,Finland,19.108648
58,4079.859581127514,2027,France,47.22776
59,1320.4798436773501,2027,Gabon,24.582554
60,1065.4936878629405,2027,Gambia,19.959303
61,2147.4321533502193,2027,Georgia,30.918217
62,9849.065490021389,2027,Germany,76.119514
63,930.3248777680761,2027,Ghana,14.55291
64,3791.6798649535,2027,Greece,41.3711
65,7614.919049274995,2027,Grenada,64.675224
66,7830.491580956298,2027,Guatemala,67.80178
67,9211.801833755095,2027,Guinea,78.284355
68,8405.752291881126,2027,Guinea-Bissau,74.20042
69,4868.9200319004285,2027,Guyana,51.479492
70,6833.159356046304,2027,Haiti,67.06185
71,6259.5785018957695,2027,Honduras,64.56725
72,37.12904447923715,2027,Hong Kong,-4.2319045
73,2817.016624779355,2027,Hungary,37.87722
74,2897.6330470171397,2027,Iceland,40.050224
75,1134.7350971170122,2027,India,15.715878
76,4057.329747028845,2027,Indonesia,54.084682
77,6413.957153170449,2027,Iran,73.93651
78,5449.920799950502,2027,Iraq,69.9372
79,1596.2851916155928,2027,Ireland,26.931814
80,6497.144884237656,2027,Israel,75.45318
81,5374.1827223323335,2027,Italy,72.862305
82,3196.7164126945404,2027,Jamaica,54.078373
83,5439.511935393042,2027,Japan,73.186325
84,5999.881558040001,2027,Jordan,73.99595
85,5541.116288200507,2027,Kazakhstan,72.63456
86,9039.009497700841,2027,Kenya,76.69692
87,6299.702425499205,2027,Kuwait,73.59286
88,712.4974862486433,2027,Kyrgyzstan,21.610954
89,6774.723164165891,2027,Laos,71.1822
90,6345.6750361686845,2027,Latvia,68.82592
91,5781.156276823708,2027,Lebanon,64.43834
92,1045.4476457557482,2027,Lesotho,24.614782
93,3756.9960046592487,2027,Liberia,51.508675
94,8774.927147238403,2027,Lithuania,63.655014
95,8075.139181225411,2027,Luxembourg,60.217495
96,710.3273660635112,2027,Macao,14.450832
97,3346.3422029187773,2027,Madagascar,41.065968
98,5698.48792563284,2027,Malawi,48.897926
99,7589.685592216601,2027,Malaysia,55.81221
100,9227.175164574459,2027,Maldives,60.905476
101,344.356761842286,2027,Mali,7.0112195
102,3210.778117254095,2027,Malta,37.13675
103,6609.688965320778,2027,Mauritania,52.60424
104,461.6203578045952,2027,Mauritius,7.918385
105,8540.594927093376,2027,Mexico,62.814186
106,4015.39242973492,2027,Moldova,41.807003
107,3004.488183248074,2027,Mongolia,37.572556
108,2519.3825871723875,2027,Montenegro,33.797775
109,4578.538594582484,2027,Montserrat,45.048725
110,1608.0542954621558,2027,Morocco,22.394823
111,3267.9757828103693,2027,Mozambique,39.681698
112,8345.473313939989,2027,Myanmar,68.39115
113,4896.745322814891,2027,Namibia,47.401497
114,1285.2176503516844,2027,Nepal,16.957346
115,7507.977628561203,2027,Netherlands,65.21301
116,1941.1360883130158,2027,New Zealand,25.381514
117,2282.4331721983726,2027,Nicaragua,29.260471
118,2715.4639004686032,2027,Niger,34.268196
119,1614.444336321368,2027,Nigeria,20.044548
120,6458.168532168867,2027,North Macedonia,60.95146
121,2476.6036637815414,2027,Norway,30.3672
122,8216.271787720902,2027,Oman,71.48412
123,8284.62077332543,2027,Pakistan,71.983604
124,2476.2230877645475,2027,Palestine,29.482292
125,4434.349350152383,2027,Panama,50.429867
126,7625.868704534099,2027,Paraguay,69.9533
127,1135.3744317244264,2027,Peru,10.2121315
128,7435.5530928111575,2027,Philippines,69.48284
129,8654.65637069493,2027,Poland,73.91136
130,516.9974835331392,2027,Portugal,0.8637185
131,6809.157037408882,2027,Qatar,67.56737
132,6132.609304370147,2027,Romania,65.22979
133,7864.906671347806,2027,Russia,71.518654
134,5970.936136469316,2027,Rwanda,64.90019
135,6250.316758355715,2027,Saint Kitts and Nevis,65.99404
136,8046.045900763026,2027,Saint Lucia,71.625595
137,913.0466793048497,2027,Saint Vincent and the Grenadines,7.7611165
138,8512.83205450773,2027,Sao Tome and Principe,72.21896
139,9477.572531111236,2027,Saudi Arabia,75.18025
140,4186.447389791539,2027,Senegal,56.442413
141,4088.978817367932,2027,Serbia,56.284725
142,3491.502741369764,2027,Seychelles,51.638332
143,5516.002468981132,2027,Sierra Leone,63.854836
144,6548.051573152691,2027,Sint Maarten (Dutch part),66.00262
145,9641.04500754903,2027,Slovakia,74.93084
146,2728.4735056161135,2027,Slovenia,42.067234
147,4277.883417524263,2027,South Africa,59.899803
148,5646.328394187773,2027,South Korea,62.83407
149,8815.936976390765,2027,Spain,71.72259
150,7423.831986248043,2027,Sri Lanka,67.39569
151,9400.646327952556,2027,Sudan,72.874214
152,6909.936647163572,2027,Suriname,65.55454
153,3825.090057367608,2027,Sweden,57.250637
154,4107.017933014866,2027,Switzerland,57.644676
155,160.02854641711917,2027,Syria,2.079762
156,7603.029443382068,2027,Tajikistan,66.74656
157,8631.900493048402,2027,Tanzania,69.3576
158,4516.0875337702255,2027,Thailand,57.573822
159,4644.750160768551,2027,Togo,57.853424
160,6947.728482934943,2027,Trinidad and Tobago,64.24497
161,8020.628388821736,2027,Tunisia,67.08776
162,7148.489060865647,2027,Turkey,64.66378
163,4876.856445009588,2027,Turkmenistan,58.604507
164,5562.591286525367,2027,Uganda,60.326977
165,375.27816822620184,2027,Ukraine,5.45742
166,9764.36830276303,2027,United Arab Emirates,71.49746
167,4951.57956035069,2027,United Kingdom,57.92179
168,426.27476726918576,2027,United States,5.137773
169,9628.119176109474,2027,Uruguay,70.94134
170,8061.039481618899,2027,Uzbekistan,66.635605
171,4436.407433997775,2027,Venezuela,52.191494
172,9988.88511130193,2027,Vietnam,71.731026
173,3443.205259594676,2027,Yemen,39.64254
174,5970.909930406878,2027,Zambia,59.079987
175,4064.9184255004125,2027,Zimbabwe,44.502846
0,8279.853912080254,2028,Albania,79.71749
1,3784.0586365624886,2028,Algeria,61.704487
2,7584.247578964005,2028,Angola,76.24845
3,4332.250471477136,2028,Anguilla,63.551037
4,284.44497162320783,2028,Antigua and Barbuda,11.748457
5,5107.059260696214,2028,Argentina,66.35589
6,9396.880694828074,2028,Armenia,82.85163
7,5458.575609017195,2028,Australia,67.29236
8,9676.168570044967,2028,Austria,83.73785
9,6598.057924176688,2028,Azerbaijan,71.70683
10,7233.591254563408,2028,Bahamas,74.13911
11,3707.8807977811202,2028,Bangladesh,58.334816
12,3810.859683823583,2028,Barbados,58.481827
13,2353.1934659138456,2028,Belarus,39.86886
14,8466.564092918052,2028,Belgium,78.416534
15,82.83514794677482,2028,Belize,2.5830255
16,1409.6640211739375,2028,Benin,23.20014
17,96.90971912443835,2028,Bermuda,1.725554
18,4527.460418183071,2028,Bhutan,59.80563
19,9751.908846920913,2028,Bolivia,82.566864
20,4813.762352446616,2028,Bosnia and Herzegovina,60.475494
21,709.1548104954526,2028,Botswana,9.366888
22,3377.397971393397,2028,Brazil,49.934242
23,7164.483966712445,2028,British Virgin Islands,69.959785
24,8796.194289412768,2028,Brunei,76.86448
25,9160.160266535298,2028,Bulgaria,78.17397
26,8512.044895697014,2028,Burkina Faso,75.01663
27,783.2508666896609,2028,Burundi,11.011984
28,3120.2340115908523,2028,Cambodia,43.328354
29,3874.6132641197064,2028,Cameroon,48.87361
30,3369.6420460605505,2028,Canada,44.349487
31,1696.2743742857956,2028,Cape Verde,22.574755
32,5191.620575931438,2028,Cayman Islands,56.35471
33,6360.262385036443,2028,Central African Republic,63.447388
34,9839.115103476668,2028,Chad,78.96259
35,452.4643192007305,2028,Chile,13.049364
36,5591.00612524017,2028,China,57.253235
37,3884.0134854669805,2028,Colombia,44.236015
38,5340.337096783158,2028,Comoros,54.57683
39,528.7331154804587,2028,Congo,17.850882
40,8482.628728325415,2028,Costa Rica,72.63268
41,986.3115530571176,2028,Cote d'Ivoire,24.427265
42,4939.729853959743,2028,Croatia,49.967773
43,4267.302986975512,2028,Cyprus,45.94815
44,6494.954794720791,2028,Czechia,60.626133
45,8015.076040683964,2028,Democratic Republic of Congo,70.32474
46,1346.8181835609616,2028,Denmark,32.98451
47,7173.351127378364,2028,Djibouti,64.39721
48,3219.3925661222456,2028,Dominica,43.436913
