Country_name_encoded,GDP Data,Year,Country Name,Predicted Enrollment Rates
86,9511.896687300474,2025,Kenya,77.25448
87,1833.5507920004102,2025,Kuwait,39.82388
88,8642.206425000071,2025,Kyrgyzstan,75.50149
89,8331.349224292524,2025,Laos,73.13974
90,7129.106557285007,2025,Latvia,69.550125
91,4487.732612944875,2025,Lebanon,59.49458
92,5597.425742715005,2025,Lesotho,61.139656
93,7317.679684747563,2025,Liberia,63.496517
94,8854.179738563294,2025,Lithuania,63.78713
95,9948.65426757321,2025,Luxembourg,63.697643
96,9014.010770378718,2025,Macao,59.545475
97,4779.523266367189,2025,Madagascar,46.533554
98,6558.473144670008,2025,Malawi,52.178764
99,7333.686132106432,2025,Malaysia,55.236748
100,6162.657610961243,2025,Maldives,49.678165
101,6244.773230776875,2025,Mali,50.317764
102,5099.5968194148045,2025,Malta,45.514072
103,1486.8296021638039,2025,Mauritania,20.77799
104,2080.9797074984435,2025,Mauritius,28.535128
105,2645.1652196667396,2025,Mexico,35.41167
106,5130.362883932532,2025,Moldova,46.752144
107,5182.147525804742,2025,Mongolia,47.257214
108,2710.7175706916864,2025,Montenegro,36.13071
109,1147.9287539835204,2025,Montserrat,15.820566
110,5398.595701085793,2025,Morocco,48.933872
111,8171.662776390303,2025,Mozambique,66.84226
112,6192.303449258047,2025,Myanmar,54.394722
113,5422.057861550183,2025,Namibia,50.1223
114,4168.428270380881,2025,Nepal,44.312595
115,9499.373999927593,2025,Netherlands,71.865974
116,2566.403515888669,2025,New Zealand,33.07529
117,4942.864430185267,2025,Nicaragua,49.37756
118,1588.7124202478985,2025,Niger,20.016216
119,2347.086574010393,2025,Nigeria,29.41478
120,7128.982815149225,2025,North Macedonia,65.45248
121,939.0455434532153,2025,Norway,9.523479
122,9809.079731918362,2025,Oman,75.37484
123,9151.377332293234,2025,Pakistan,75.059364
124,9967.246593917978,2025,Palestine,76.33134
125,2977.780550480651,2025,Panama,37.255737
126,6240.386205556821,2025,Paraguay,62.829105
127,9659.354047572819,2025,Peru,77.24709
128,7846.66893329328,2025,Philippines,70.94172
129,6208.383093723514,2025,Poland,64.28384
130,8438.137117706854,2025,Portugal,73.245476
131,6902.663662769165,2025,Qatar,67.899185
132,5719.630653656839,2025,Romania,62.565147
133,2234.078094921197,2025,Russia,28.764948
134,1057.766113003169,2025,Rwanda,9.420279
135,9754.02675849024,2025,Saint Kitts and Nevis,76.48234
136,4757.963598467182,2025,Saint Lucia,58.24511
137,8447.648931524318,2025,Saint Vincent and the Grenadines,72.31899
138,441.65672704871486,2025,Sao Tome and Principe,0.5748105
139,4171.577490632907,2025,Saudi Arabia,55.88308
140,6738.546364588721,2025,Senegal,67.508354
141,7562.892351173156,2025,Serbia,69.17053
142,467.42159249102633,2025,Seychelles,1.8880973
143,1498.4308782793787,2025,Sierra Leone,19.472496
144,1564.6986703849775,2025,Sint Maarten (Dutch part),21.047718
145,3480.0077461028122,2025,Slovakia,53.280178
146,2700.6138955427095,2025,Slovenia,41.62904
147,6680.314637797933,2025,South Africa,65.51658
148,6565.265047472137,2025,South Korea,64.98249
149,8236.172033692863,2025,Spain,70.12051
150,2400.2612096815114,2025,Sri Lanka,38.947315
151,9743.172167525572,2025,Sudan,73.82073
152,1744.881007009903,2025,Suriname,28.243689
153,8659.395446052986,2025,Sweden,70.36178
154,963.9847399558499,2025,Switzerland,15.299614
155,3808.6900052874294,2025,Syria,56.682106
156,2269.396223906657,2025,Tajikistan,36.38938
157,8864.569933512415,2025,Tanzania,70.00054
158,6161.717922666632,2025,Thailand,62.363304
159,1950.0903110180768,2025,Togo,30.53401
160,2250.591125861392,2025,Trinidad and Tobago,34.559143
161,5104.135675103166,2025,Tunisia,59.3359
162,1249.5328353943435,2025,Turkey,19.261429
163,1936.6940142470746,2025,Turkmenistan,28.92161
164,284.1649351916875,2025,Uganda,4.483846
165,111.62152077354159,2025,Ukraine,1.951448
166,3378.3417713002773,2025,United Arab Emirates,45.170357
167,1034.9696868896374,2025,United Kingdom,14.362995
168,1819.4073797140375,2025,United States,25.40497
169,5156.000690566755,2025,Uruguay,57.920273
170,3995.3655250923316,2025,Uzbekistan,48.35791
171,6393.382706255041,2025,Venezuela,61.87939
172,5372.507082010219,2025,Vietnam,57.57177
173,1391.9705229918357,2025,Yemen,17.009169
174,761.8778866695819,2025,Zambia,7.902969
175,5457.400195914003,2025,Zimbabwe,56.717697
0,9119.91672319015,2026,Albania,83.1934
1,1814.372617248089,2026,Algeria,36.41028
2,3319.227431176707,2026,Angola,57.251038
3,6313.445292584046,2026,Anguilla,71.25834
4,9099.476271449867,2026,Antigua and Barbuda,81.89564
5,5905.725306710518,2026,Argentina,69.49811
6,2920.3709169457693,2026,Armenia,50.718994
7,2403.6940407080688,2026,Australia,43.60736
8,9112.0126487241,2026,Austria,81.56463
9,3526.3921630067975,2026,Azerbaijan,57.807888
10,7882.4681079225265,2026,Bahamas,76.638664
11,6342.759905251317,2026,Bangladesh,69.9649
12,7291.361762896446,2026,Barbados,73.844376
13,9589.484803285508,2026,Belarus,82.92982
14,4415.187287178265,2026,Belgium,60.53418
15,7510.859781532014,2026,Belize,73.890625
16,3415.144036066494,2026,Benin,54.43727
17,1458.4497912063898,2026,Bermuda,23.437162
18,8568.66436165756,2026,Bhutan,77.64149
19,8672.512870391738,2026,Bolivia,77.80295
20,3083.3100804704095,2026,Bosnia and Herzegovina,48.483406
21,7537.559852568577,2026,Botswana,72.2001
22,3886.5909037455526,2026,Brazil,53.967194
23,3686.1090335178005,2026,British Virgin Islands,51.78665
24,7581.640744196076,2026,Brunei,71.50404
25,7906.3685778782665,2026,Bulgaria,72.64037
26,78.2447479410664,2026,Burkina Faso,3.418898
27,540.7533243482887,2026,Burundi,8.620127
28,3134.1345304076417,2026,Cambodia,43.462036
29,3477.082340200961,2026,Cameroon,45.967888
30,9737.405989971148,2026,Canada,79.23731
31,3292.9624689368607,2026,Cape Verde,42.923237
32,3788.3382589490698,2026,Cayman Islands,46.097538
33,495.3982652705191,2026,Central African Republic,12.008684
34,8881.46015015466,2026,Chad,74.67605
35,4223.517866836189,2026,Chile,47.568382
36,4991.66556404227,2026,China,52.82769
37,6338.411658930224,2026,Colombia,62.359367
38,324.52432021255026,2026,Comoros,14.807367
39,6704.73582019929,2026,Congo,64.23882
40,4327.6648088012935,2026,Costa Rica,46.273743
41,2055.0549380577277,2026,Cote d'Ivoire,34.60443
42,3274.42342977326,2026,Croatia,41.605156
43,8565.076783359902,2026,Cyprus,72.87264
44,2420.0625924363417,2026,Czechia,37.57601
45,5937.702604418201,2026,Democratic Republic of Congo,56.098633
46,7152.126896872147,2026,Denmark,64.65324
47,7718.8244897417035,2026,Djibouti,68.42501
48,3014.0246850956887,2026,Dominica,42.611946
49,9915.572235077823,2026,Dominican Republic,78.62189
50,6134.483500310802,2026,Ecuador,56.384396
51,7076.776634084898,2026,Egypt,62.033157
52,5983.552937505583,2026,El Salvador,55.789127
53,8631.818430777794,2026,Estonia,72.69016
54,2420.1963662011794,2026,Eswatini,38.668827
55,1338.461573921832,2026,Ethiopia,29.610754
56,2449.16975239443,2026,Fiji,37.290524
57,216.87742297332613,2026,Finland,12.145071
58,8733.845273285651,2026,France,71.96789
59,6401.786227573707,2026,Gabon,58.730385
60,2908.536343066561,2026,Gambia,37.673542
61,3786.7544473108583,2026,Georgia,43.73995
62,3294.67263825346,2026,Germany,39.088737
63,2108.527980613033,2026,Ghana,29.009012
64,1640.619197033457,2026,Greece,22.901556
65,9728.613832457175,2026,Grenada,79.42303
66,184.45352399492077,2026,Guatemala,0.9396386
67,7936.437702492694,2026,Guinea,70.14747
68,7682.928186990852,2026,Guinea-Bissau,69.93273
69,5255.754112083951,2026,Guyana,54.234932
70,5448.309961730566,2026,Haiti,57.19753
71,9466.755953628433,2026,Honduras,81.69535
72,4847.51489262876,2026,Hong Kong,56.1001
73,9351.00157271411,2026,Hungary,80.50231
74,4443.782528758727,2026,Iceland,55.05307
75,2149.3443466023555,2026,India,32.3053
76,2807.6048205486945,2026,Indonesia,41.958168
77,1343.4271415133326,2026,Iran,20.984854
78,6212.645662390351,2026,Iraq,74.03184
79,6055.265741164716,2026,Ireland,74.33342
80,5299.447263337566,2026,Israel,71.47842
81,4433.069540154738,2026,Italy,64.68439
82,3610.2404429703847,2026,Jamaica,58.09094
83,3034.551207264348,2026,Japan,53.895584
84,9925.94193738418,2026,Jordan,78.15353
85,9316.866188065884,2026,Kazakhstan,77.22997
86,6586.37227460658,2026,Kenya,74.05434
87,4708.220984311777,2026,Kuwait,68.87887
88,8896.4558953995,2026,Kyrgyzstan,75.85289
89,5421.262756485144,2026,Laos,67.91644
90,7311.919025648269,2026,Latvia,69.798645
91,277.40082759396654,2026,Lebanon,13.056356
92,4480.043760808658,2026,Lesotho,56.86876
93,2145.7679688407684,2026,Liberia,39.42335
94,8806.492186179354,2026,Lithuania,63.707634
95,9789.14286876789,2026,Luxembourg,63.187996
96,8895.00374713723,2026,Macao,59.334106
97,2853.8396740425796,2026,Madagascar,39.18708
98,1243.508777879312,2026,Malawi,19.355127
99,4271.768165171494,2026,Malaysia,42.335205
100,2745.3469832160627,2026,Maldives,35.481552
101,8762.201765551692,2026,Mali,59.98432
102,6359.739960542878,2026,Malta,51.103073
103,7726.417686859597,2026,Mauritania,57.86396
104,4594.7438328764465,2026,Mauritius,43.825737
105,4891.531793149429,2026,Mexico,45.417473
106,2974.7682212380832,2026,Moldova,37.191612
107,4610.019592217555,2026,Mongolia,44.71971
108,7204.680129362686,2026,Montenegro,58.33442
109,9960.713039360846,2026,Montserrat,69.61774
110,1222.174424898701,2026,Morocco,16.775864
111,3859.761890576882,2026,Mozambique,42.31653
112,5819.7160446934895,2026,Myanmar,51.916748
113,5749.616481944201,2026,Namibia,52.14972
114,9623.775913820748,2026,Nepal,71.54571
115,1944.9916391634447,2026,Netherlands,25.749575
116,4490.691124897598,2026,New Zealand,46.023426
117,3614.161041221824,2026,Nicaragua,42.09163
118,2332.851069949724,2026,Niger,29.560238
119,8918.529812984614,2026,Nigeria,73.19709
120,9693.197866471506,2026,North Macedonia,74.458595
121,6529.532553117218,2026,Norway,61.986786
122,8880.826615000822,2026,Oman,73.99684
123,9060.992231754319,2026,Pakistan,74.738625
124,6882.926181636799,2026,Palestine,66.02743
125,9329.59736652003,2026,Panama,75.923225
126,9000.87682247885,2026,Paraguay,74.834206
127,1609.099775207552,2026,Peru,17.169394
128,6993.59814260428,2026,Philippines,67.914536
129,8409.58240056346,2026,Poland,73.0417
130,7706.163100168033,2026,Portugal,70.648
131,6177.790323777207,2026,Qatar,65.050095
132,616.7964411209348,2026,Romania,1.7401319
133,1604.7266621029244,2026,Russia,18.54151
134,1290.9754601380541,2026,Rwanda,13.42691
135,9024.84121886842,2026,Saint Kitts and Nevis,74.2409
136,5122.658556676664,2026,Saint Lucia,60.598206
137,5443.313681097636,2026,Saint Vincent and the Grenadines,63.138355
138,7430.132443889378,2026,Sao Tome and Principe,69.65543
139,3425.662407091031,2026,Saudi Arabia,48.780098
140,9073.625294008847,2026,Senegal,73.76654
141,8999.548130508598,2026,Serbia,73.42487
142,4227.128947145396,2026,Seychelles,57.647324
143,2282.6549785354387,2026,Sierra Leone,33.232475
144,8985.22231352062,2026,Sint Maarten (Dutch part),73.07561
145,6157.385993645879,2026,Slovakia,64.82417
146,7186.51405669245,2026,Slovenia,67.07103
147,2895.123483097415,2026,South Africa,45.29593
148,9013.880367891512,2026,South Korea,72.50161
149,3771.841341214577,2026,Spain,57.504414
150,5523.962974535407,2026,Sri Lanka,62.0178
151,6181.9186283675335,2026,Sudan,63.36538
152,7477.573982432631,2026,Suriname,67.32809
153,2279.610586034706,2026,Sweden,37.991512
154,4712.010561007896,2026,Switzerland,59.05913
155,8917.130548627898,2026,Syria,70.60992
156,5933.129267885108,2026,Tajikistan,62.043907
157,1305.3884958109552,2026,Tanzania,21.846903
158,9718.773378378031,2026,Thailand,72.12893
159,271.3474930792048,2026,Togo,5.9452043
160,1536.8300809421953,2026,Trinidad and Tobago,24.156982
161,2384.174647910072,2026,Tunisia,36.15165
162,8719.661794351998,2026,Turkey,68.9182
163,6518.616480659883,2026,Turkmenistan,62.895813
164,8420.198486072062,2026,Uganda,67.98253
165,9044.404199421944,2026,Ukraine,69.610344
166,2991.634652566828,2026,United Arab Emirates,40.64524
167,317.3571955453347,2026,United Kingdom,3.904718
168,4087.4320206813377,2026,United States,51.192337
169,2690.8400902891303,2026,Uruguay,35.105267
170,1460.4419860197581,2026,Uzbekistan,19.500834
171,9566.659748153543,2026,Venezuela,70.65013
172,6509.587493415975,2026,Vietnam,61.929207
173,1505.102576735392,2026,Yemen,18.36429
174,3393.2755380861845,2026,Zambia,38.18331
175,5510.4087465019,2026,Zimbabwe,56.921314
0,5549.452369686002,2027,Albania,68.59982
1,6335.764657424425,2027,Algeria,71.53396
2,971.773198145941,2027,Angola,23.790731
3,2399.0937535519874,2027,Anguilla,44.018726
4,7686.187324242347,2027,Antigua and Barbuda,76.45147
5,2145.3543846641232,2027,Argentina,40.37788
6,3392.8330742184166,2027,Armenia,57.742573
7,7842.871981120745,2027,Australia,76.77059
8,3719.356080756582,2027,Austria,59.30807
9,2304.988923015121,2027,Azerbaijan,41.263954
10,6698.611978874956,2027,Bahamas,71.84313
11,3551.3621279989547,2027,Bangladesh,57.42076
12,6015.93451026373,2027,Barbados,68.21479
13,7183.833066734392,2027,Belarus,73.06222
14,1094.5511698940559,2027,Belgium,19.257162
15,1550.4779253355262,2027,Belize,25.986567
16,9199.929352565603,2027,Benin,81.03845
17,2382.1691743081687,2027,Bermuda,38.16713
18,3540.5932528692274,2027,Bhutan,54.25885
19,2897.9657763899013,2027,Bolivia,45.88459
20,3475.1228221934484,2027,Bosnia and Herzegovina,52.251663
21,7899.347282787606,2027,Botswana,73.79686
22,4468.118925728546,2027,Brazil,58.21785
23,9500.771404178875,2027,British Virgin Islands,80.27099
24,8089.703982973017,2027,Brunei,73.746376
25,9920.831929470896,2027,Bulgaria,81.5312
26,3221.3929957653486,2027,Burkina Faso,45.678787
27,7734.896514944867,2027,Burundi,71.289825
28,8590.974322240776,2027,Cambodia,74.77126
29,5638.941859459006,2027,Cameroon,61.445625
30,5635.09674407962,2027,Canada,61.026573
31,6001.98100072994,2027,Cape Verde,62.454136
32,1957.2352348181798,2027,Cayman Islands,25.788034
33,3647.6069035069945,2027,Central African Republic,44.35373
34,10.076481577874219,2027,Chad,7.8610673
35,5516.260841782424,2027,Chile,57.114044
36,9569.581653396855,2027,China,77.67009
37,4481.972243918923,2027,Colombia,48.651367
38,5475.075335548591,2027,Comoros,55.571724
39,1417.0105121627662,2027,Congo,26.69382
40,6126.327251025089,2027,Costa Rica,59.555107
41,1850.7918006534196,2027,Cote d'Ivoire,33.03331
42,2136.3952583041714,2027,Croatia,35.346558
43,4436.1919037570615,2027,Cyprus,46.889126
44,4589.837844197295,2027,Czechia,47.7499
45,4193.927294610628,2027,Democratic Republic of Congo,45.925537
46,2342.3619480485822,2027,Denmark,37.89182
47,9161.111853093136,2027,Djibouti,75.36841
48,4512.445742585517,2027,Dominica,48.054592
49,5991.91674143177,2027,Dominican Republic,55.585342
50,5974.262208220091,2027,Ecuador,55.49172
51,9166.199769683091,2027,Egypt,75.21907
52,8708.898802005355,2027,El Salvador,73.129135
53,4854.93552784689,2027,Estonia,51.462296
54,7037.538263483264,2027,Eswatini,61.79008
55,3164.2469202892944,2027,Ethiopia,43.685852
56,1009.1909535818755,2027,Fiji,23.989216
57,6615.419111261488,2027,Finland,59.787334
58,7324.05005932112,2027,France,63.751213
59,4828.556131663277,2027,Gabon,50.605892
60,4149.013169938682,2027,Gambia,46.4565
61,9637.284470393253,2027,Georgia,75.65952
62,2064.113055002694,2027,Germany,29.464094
63,7581.715523561326,2027,Ghana,63.270096
64,7754.642321644998,2027,Greece,64.51975
65,4285.558130567188,2027,Grenada,44.33683
66,768.0206797527711,2027,Guatemala,8.781883
67,8770.699587655019,2027,Guinea,75.58327
68,5986.39668471379,2027,Guinea-Bissau,57.848293
69,8587.549983571009,2027,Guyana,76.14653
70,8804.614285588601,2027,Haiti,78.3181
71,126.34976864692393,2027,Honduras,-3.8948264
72,1805.243062724825,2027,Hong Kong,22.941534
73,2671.2686635530904,2027,Hungary,36.462986
74,930.8359598903616,2027,Iceland,11.553125
75,857.7630085601529,2027,India,11.46393
76,9300.438271376423,2027,Indonesia,79.27149
77,3794.605605627789,2027,Iran,52.926144
78,1399.3515850441606,2027,Iraq,22.875998
79,5767.931173871892,2027,Ireland,72.984436
80,1256.3479792909081,2027,Israel,22.745846
81,3308.372164310507,2027,Italy,53.77106
82,3955.574401761185,2027,Jamaica,61.44184
83,1213.754207838451,2027,Japan,25.18977
84,7490.444307101427,2027,Jordan,75.28477
85,1211.9162448171905,2027,Kazakhstan,27.226755
86,602.2226923477103,2027,Kenya,18.918392
87,9472.472195660184,2027,Kuwait,77.0052
88,6716.124852935016,2027,Kyrgyzstan,73.08767
89,9224.368162285551,2027,Laos,74.37401
90,9733.24678960615,2027,Latvia,73.145256
91,6576.93549644952,2027,Lebanon,67.03273
92,5362.715517360021,2027,Lesotho,60.24253
93,934.8078135621051,2027,Liberia,22.306025
94,8487.400922037506,2027,Lithuania,63.175674
95,3209.693917605332,2027,Luxembourg,44.223892
96,6571.616245757415,2027,Macao,54.511856
97,9173.488351473716,2027,Madagascar,59.699554
98,6435.015672476573,2027,Malawi,51.70777
99,4240.286503031123,2027,Malaysia,42.21618
100,5156.381871302161,2027,Maldives,45.21511
101,3130.1872542170527,2027,Mali,36.53987
102,7964.453031368771,2027,Malta,57.849724
103,1128.6382456226097,2027,Mauritania,15.947706
104,7050.504225397043,2027,Mauritius,55.06586
105,5901.862725736031,2027,Mexico,49.898506
106,2226.930557171056,2027,Moldova,30.336765
107,9610.612679759852,2027,Mongolia,68.225845
108,8641.122104873124,2027,Montenegro,65.96436
109,5584.47562763977,2027,Montserrat,49.52746
110,1642.759753906936,2027,Morocco,22.900177
111,1709.6045156778582,2027,Mozambique,23.762423
112,9433.569530862807,2027,Myanmar,70.41959
113,6956.2526060031105,2027,Namibia,60.17287
114,672.0151736365632,2027,Nepal,9.013527
115,1500.8151549333438,2027,Netherlands,19.774084
116,5074.634805531655,2027,New Zealand,49.672203
117,9592.099070386428,2027,Nicaragua,72.93598
118,6569.996764490291,2027,Niger,60.58883
119,2953.0177032638217,2027,Nigeria,36.870636
120,7740.9046814203375,2027,North Macedonia,69.1442
121,887.0913364897037,2027,Norway,8.891129
122,9629.71643153278,2027,Oman,75.20407
123,1403.2205658517883,2027,Pakistan,15.544121
124,7003.813508331072,2027,Palestine,66.83857
125,4516.954694015059,2027,Panama,50.946022
126,4972.66472964106,2027,Paraguay,54.322975
127,3440.852209025418,2027,Peru,44.777374
128,5162.197036793687,2027,Philippines,56.70768
129,8788.27896682507,2027,Poland,74.386116
130,7004.270331360644,2027,Portugal,68.15729
131,2181.230443015106,2027,Qatar,27.339384
132,5270.915721943657,2027,Romania,59.663094
133,8867.935843054653,2027,Russia,74.376366
134,921.0866031127707,2027,Rwanda,7.0720935
135,2622.021858582184,2027,Saint Kitts and Nevis,35.170166
136,7306.7880023469,2027,Saint Lucia,69.84545
137,1078.1551917696586,2027,Saint Vincent and the Grenadines,10.597746
138,6343.302078288009,2027,Sao Tome and Principe,66.631325
139,2296.20591983259,2027,Saudi Arabia,31.608864
140,7027.710429735865,2027,Senegal,68.18441
141,6491.040926858705,2027,Serbia,66.664604
142,3741.658470586168,2027,Seychelles,54.637794
143,1537.3041023486967,2027,Sierra Leone,20.140347
144,6336.090657589234,2027,Sint Maarten (Dutch part),65.50707
145,6359.746950945243,2027,Slovakia,65.29728
146,6675.546333362375,2027,Slovenia,65.770515
147,9842.149851645027,2027,South Africa,75.02244
148,4164.074246885641,2027,South Korea,59.368626
149,6552.599031607405,2027,Spain,64.74937
150,7733.707655483086,2027,Sri Lanka,68.40279
151,4350.776955480585,2027,Sudan,59.009865
152,460.79159694838444,2027,Suriname,5.3251224
153,7748.784599819881,2027,Sweden,67.84548
154,2221.5973912809304,2027,Switzerland,36.659325
155,5785.501644839306,2027,Syria,61.685562
156,2428.091101785588,2027,Tajikistan,38.708908
157,2363.626439349603,2027,Tanzania,37.28241
158,7012.943449786362,2027,Thailand,64.65185
159,8277.717563543823,2027,Togo,67.91476
160,6145.610260458107,2027,Trinidad and Tobago,62.12532
161,3838.5059634705776,2027,Tunisia,53.923344
162,5399.587810186962,2027,Turkey,60.038837
163,1347.108295533046,2027,Turkmenistan,20.329151
164,4328.388261165048,2027,Uganda,56.70791
165,6616.268586025369,2027,Ukraine,63.035446
166,4601.639417380237,2027,United Arab Emirates,56.97083
167,8267.312657017499,2027,United Kingdom,67.381355
168,2025.9420243359828,2027,United States,27.878887
169,8277.132651580494,2027,Uruguay,67.283134
170,9191.184328402993,2027,Uzbekistan,69.6958
171,8525.619910332738,2027,Venezuela,67.831184
172,1514.5400525419507,2027,Vietnam,19.132507
173,8782.395998828208,2027,Yemen,68.401695
174,9962.008950173,2027,Zambia,71.533455
175,5611.450996684919,2027,Zimbabwe,57.3095
0,2398.5612033721204,2028,Albania,44.366383
1,6919.514288279359,2028,Algeria,73.782616
2,6704.001131346317,2028,Angola,72.85762
3,8894.801020143752,2028,Anguilla,81.20202
4,8975.151065516915,2028,Antigua and Barbuda,81.41671
5,2269.433308113866,2028,Argentina,42.042576
6,9164.617604323199,2028,Armenia,81.95692
7,3986.3017508672074,2028,Australia,60.793915
8,1826.1967568336956,2028,Austria,34.169945
9,3043.9435352314235,2028,Azerbaijan,52.391617
10,7802.174049985228,2028,Bahamas,76.32936
11,1369.2834196222682,2028,Bangladesh,25.260977
12,2207.2108197897487,2028,Barbados,38.081913
13,634.6817240922353,2028,Belarus,12.464888
14,604.6012438966941,2028,Belgium,11.444265
15,4322.266059508336,2028,Belize,59.816483
16,9158.639150648516,2028,Benin,80.8562
17,4093.3824196464107,2028,Bermuda,58.191147
18,9193.397430752028,2028,Bhutan,80.39873
19,6120.828791929544,2028,Bolivia,66.54111
20,7617.871731388646,2028,Bosnia and Herzegovina,72.85142
21,7155.885591141251,2028,Botswana,70.51559
22,6431.186031263926,2028,Brazil,67.02025
23,5141.908091875046,2028,British Virgin Islands,61.03316
24,4558.010612124561,2028,Brunei,57.44462
25,3.4914677776720637,2028,Bulgaria,2.042296
26,3716.768524939311,2028,Burkina Faso,49.865295
27,4199.7167325985565,2028,Burundi,52.680225
28,7393.862461726477,2028,Cambodia,69.48782
29,3792.89624217642,2028,Cameroon,48.27632
30,2012.9738514706885,2028,Canada,25.414762
31,6533.047257082663,2028,Cape Verde,64.798004
32,2450.1752400219366,2028,Cayman Islands,31.386377
33,5416.926842811302,2028,Central African Republic,57.286407
34,2313.606067131715,2028,Chad,30.594225
35,3288.009770490542,2028,Chile,40.489143
36,6651.918124397405,2028,China,64.610405
37,3074.8885539063986,2028,Colombia,38.71059
38,7719.314966499258,2028,Comoros,69.3021
39,2540.620340738613,2028,Congo,36.360146
40,9617.140056391456,2028,Costa Rica,77.710846
41,6216.840082741455,2028,Cote d'Ivoire,59.810726
42,1642.8096269596726,2028,Croatia,31.973375
43,1187.708185557228,2028,Cyprus,28.453325
44,8007.781210352053,2028,Czechia,70.33511
45,7867.569289950432,2028,Democratic Republic of Congo,69.66448
46,3464.5075981125237,2028,Denmark,43.58845
47,7064.455047176441,2028,Djibouti,63.593124
48,7506.63300775266,2028,Dominica,66.44544
49,9143.229672851623,2028,Dominican Republic,75.20232
