Unnamed: 0,Country Name,Country Code_x,Country Code_y,ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
10,Arab World,,,1.5,,,,,,,,,,,91.8,43.166666666666664,44.958333333333336,45.958333333333336,46.958333333333336,191.25,97.83333333333333,17.5,46.47531128,46.95946884,47.530258180000004,48.10424042,48.78091812,48.89918137,49.71409988,50.51200104,51.31388092,52.097229,52.9797287,53.85493088,54.79576874,55.80374908,56.89017105,57.67678833,58.62234879,59.60628891,60.74340057,61.85475159,63.05041885,64.12461853,65.56874829,66.26094818,67.29463196,70.01904297,70.86917114,71.40384674,69.19499969,70.04464722,71.01017761,69.74595642,73.90214926,72.20359039,73.068367,73.81128693,74.31661224,75.02053833,73.71795654,74.21221161,74.55412292,74.80751801,75.12145996,75.53957367,75.81845856,76.15425873
11,Arab World (WB),,,1.0,,,,,,,,,,,92.4,44.0,45.75,46.75,47.75,184.5,96.0,19.0,47.324722645581396,46.95947,47.53026,48.10424,48.78092,48.89918,49.7141,50.512,51.31388,52.09723,52.97973,53.85493,54.79577,55.80375,56.89017,57.67679,58.62235,59.60629,60.7434,61.85475,63.05042,64.12462,65.13143,66.26095,67.29463,70.01904,70.86917,71.40385,69.195,70.04465,71.01018,69.74596,70.43971,72.20359,73.06837,73.81129,74.31661,75.02054,73.71796,74.21221,74.55412,74.80752,75.12146,75.53957,75.81846,76.15426
12,Argentina,,,1.5,,,,,,,,,,,93.0,44.83333333333333,46.54166666666667,47.54166666666667,48.54166666666667,177.75,94.16666666666666,20.5,48.17413401116279,94.2,94.0,50.53710222222222,50.14743934611111,50.26306390416667,51.056347959722224,51.83290020416667,52.61332803888889,53.37591755527778,52.437452,76.427465,54.13666740740741,96.0,54.897492,58.56061114787879,59.47945175030303,60.44267887272727,58.90711538461539,62.640989903333335,63.18661241379311,69.93718333333332,75.75428666666666,97.0,70.24057272727272,70.568088,71.73254285714286,70.3212705882353,66.49547400966667,75.03720833333334,72.12072555555557,74.78829999999999,79.29314000000001,86.10179500000001,77.556975,78.176075,98.03402,98.08997,86.85898,87.106105,74.498708,79.00626666666666,87.56073,75.585613,78.28307555555556,80.12854999999999
13,Armenia,,,1.5,,,,,,,,,,,93.6,45.666666666666664,47.333333333333336,48.333333333333336,49.333333333333336,171.0,92.33333333333333,22.0,49.02354537674419,88.61428571428571,94.55,52.96996444444444,51.513958692222225,51.626947808333334,52.398595919444446,53.15380040833333,53.91277607777778,54.65460511055556,51.895174000000004,99.0,53.47756481481481,94.5,52.904813999999995,59.44443229575757,60.33655350060606,61.27906774545455,57.07083076923077,63.427229806666666,63.32280482758621,75.74974666666667,86.37714333333334,99.0,73.18651545454546,71.117136,72.59591571428571,69.2386911764706,63.79594801933332,80.02976666666667,73.23127111111111,79.83064,88.14657,100.0,82.04558,82.54086,98.427216,99.76842,100.0,100.0,74.443296,83.20501333333333,100.0,75.63165599999999,80.74769111111111,84.10284
14,Aruba,,,1.5,,,,,,,,,,,94.2,46.5,48.125,49.125,50.125,164.25,90.5,23.5,49.872956742325584,83.02857142857142,95.1,55.40282666666666,52.88047803833334,52.990831712500004,53.74084387916667,54.4747006125,55.21222411666666,55.933292665833335,51.352896,98.9,52.81846222222222,93.0,50.912136,60.32825344363636,61.19365525090909,62.11545661818182,55.23454615384615,64.21346971,63.458997241379315,81.56231,97.0,97.28571428571429,76.13245818181818,71.666184,73.45928857142857,68.15611176470588,61.096422028999996,85.022325,74.34181666666667,84.87298,97.0,100.0,86.53418500000001,86.90564499999999,98.820412,97.5242,100.0,100.0,74.387884,87.40376,97.98999893,75.677699,83.21230666666666,88.07713
15,Australia,,,1.5,,,,,,,,,,,94.8,47.33333333333333,48.91666666666667,49.91666666666667,50.91666666666667,157.5,88.66666666666666,25.0,50.72236810790697,77.44285714285715,95.65,57.83568888888889,54.24699738444445,54.35471561666667,55.08309183888889,55.79560081666666,56.51167215555555,57.21198022111111,50.810618000000005,98.8,52.15935962962963,91.5,48.919458,61.21207459151515,62.05075700121212,62.95184549090909,53.39826153846154,64.99970961333334,63.59518965517242,87.37487333333333,97.0,95.57142857142857,79.0784009090909,72.215232,74.32266142857142,67.07353235294119,58.39689603866666,90.01488333333333,75.45236222222222,89.91532,98.0,100.0,91.02279,91.27043,99.213608,98.34946666666666,100.0,100.0,74.332472,91.60250666666667,94.70571336857142,75.723742,85.67692222222223,92.05142
16,Austria,,,1.5,,,,,,,,,,,95.4,48.166666666666664,49.708333333333336,50.708333333333336,51.708333333333336,150.75,86.83333333333333,26.5,51.57177947348837,71.85714285714286,96.2,60.26855111111111,55.61351673055556,55.71859952083334,56.42533979861111,57.11650102083333,57.81112019444444,58.49066777638889,50.26834,98.7,51.50025703703704,90.0,46.926779999999994,62.09589573939394,62.90785875151515,63.78823436363636,51.56197692307693,65.78594951666666,63.731382068965516,93.18743666666666,97.0,93.85714285714286,82.02434363636364,72.76428,75.18603428571429,65.99095294117647,55.697370048333326,95.00744166666667,76.56290777777778,94.95766,99.0,100.0,95.511395,95.635215,99.606804,99.17473333333334,100.0,100.0,74.27706,95.80125333333334,91.42142780714286,75.769785,88.14153777777778,96.02571
17,Azerbaijan,,,1.5,,,,,,,,,,,96.0,49.0,50.5,51.5,52.5,144.0,85.0,28.0,52.421190839069766,66.27142857142857,96.75,62.701413333333335,56.980036076666664,57.08248342500001,57.767587758333335,58.437401225,59.11056823333333,59.769355331666674,49.726062,98.6,50.84115444444444,88.5,44.934101999999996,62.97971688727273,63.76496050181818,64.62462323636363,49.725692307692306,66.57218942,63.86757448275862,99.0,97.0,92.14285714285714,84.97028636363636,73.313328,76.04940714285713,64.90837352941176,52.997844058,100.0,77.67345333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.221648,100.0,88.13714224571429,75.815828,90.60615333333334,100.0
18,Bahamas,,,1.0,,,,,,,,,,,96.6,49.83333333333333,51.29166666666667,52.29166666666667,53.29166666666667,137.25,83.16666666666666,29.5,53.27060220465116,60.68571428571428,97.3,65.13427555555555,58.346555422777776,58.44636732916667,59.10983571805556,59.758301429166664,60.41001627222222,61.04804288694445,49.183784,98.5,50.18205185185185,87.0,42.941424,63.863538035151514,64.62206225212121,65.46101210909092,47.88940769230769,67.35842932333334,64.00376689655172,99.16666666666667,97.0,90.42857142857143,87.9162290909091,73.862376,76.91278,63.825794117647064,50.29831806766666,86.665900115,78.78399888888889,100.0,98.18559666666667,97.43333384166667,89.5,90.25,90.25,98.57242,93.25,93.25,74.166236,93.75,84.85285668428571,75.861871,93.07076888888889,99.33333333333333
19,"Bahamas, The",,,2.0,,,,,,,,,,,97.2,50.666666666666664,52.083333333333336,53.083333333333336,54.083333333333336,130.5,81.33333333333333,31.0,54.12001357023256,55.1,97.85,67.56713777777777,59.71307476888889,59.81025123333333,60.45208367777778,61.079201633333334,61.70946431111111,62.32673044222223,48.641506,98.4,49.522949259259256,85.5,40.948746,64.7473591830303,65.47916400242424,66.29740098181819,46.05312307692308,68.14466922666666,64.13995931034484,99.33333333333333,97.0,88.71428571428572,90.86217181818182,74.411424,77.77615285714286,62.74321470588235,47.59879207733333,73.33180023,79.89454444444445,100.0,96.37119333333334,94.86666768333333,79.0,80.5,80.5,97.14484,86.5,86.5,74.110824,87.5,81.56857112285715,75.907914,95.53538444444445,98.66666666666667
20,Bahrain,,,1.5,,,,,,,,,,,97.8,51.5,52.875,53.875,54.875,123.75,79.5,32.5,54.969424935813954,49.51428571428571,98.4,70.0,61.079594115,61.1741351375,61.7943316375,62.4001018375,63.00891235,63.605417997500005,48.099228000000004,98.3,48.86384666666667,84.0,38.956068,65.63118033090909,66.33626575272727,67.13378985454546,44.21683846153846,68.93090913,64.27615172413793,99.5,97.0,87.0,93.80811454545454,74.960472,78.63952571428571,61.66063529411765,44.899266086999994,59.997700345,81.00509,100.0,94.55679,92.300001525,68.5,70.75,70.75,95.71726,79.75,79.75,74.055412,81.25,78.28428556142858,75.953957,98.0,98.0
21,Bangladesh,,,1.5,,,,,,,,,,,98.4,52.333333333333336,53.666666666666664,54.666666666666664,55.666666666666664,117.0,77.66666666666667,34.0,55.81883630139535,43.92857142857142,98.95,29.0,62.44611346111111,62.53801904166667,63.13657959722222,63.721002041666665,64.30836038888889,64.88410555277778,47.55695,98.2,48.20474407407407,35.0,36.96339,66.51500147878788,67.1933675030303,67.97017872727272,42.380553846153845,69.71714903333333,64.41234413793103,99.66666666666667,97.0,47.0,96.75405727272728,75.50952000000001,79.50289857142857,60.57805588235294,42.19974009666666,46.66360046,82.11563555555556,100.0,94.1770575,59.0,58.0,61.0,61.0,65.0,73.0,73.0,74.0,75.0,75.0,76.0,89.51666653916666,97.67639130235294
22,Barbados,,,1.5,,,,,,,,,,,99.0,53.166666666666664,54.458333333333336,55.458333333333336,56.458333333333336,110.25,75.83333333333333,35.5,56.66824766697675,38.34285714285714,99.5,32.5,63.81263280722222,63.901902945833335,64.47882755694445,65.04190224583334,65.60780842777778,66.16279310805555,47.014672000000004,98.1,47.54564148148148,43.75,34.970712,67.39882262666667,68.05046925333333,68.8065676,40.54426923076923,70.50338893666667,64.54853655172414,99.83333333333333,97.0,55.475000191250004,99.7,76.05856800000001,80.36627142857142,59.49547647058824,39.50021410633333,52.2056504025,83.22618111111112,100.0,93.797325,63.125,52.989763821,65.0,65.15307222222222,82.36102,74.81818181818181,66.174241819,75.72727272727273,87.5,77.375,69.56683413,81.03333307833333,97.35278260470588
23,Belarus,,,1.5,,,,,,,,,,,93.14285714285714,54.0,55.25,56.25,57.25,103.5,74.0,37.0,57.51765903255814,32.75714285714285,97.05,36.0,65.17915215333333,65.26578685000001,65.82107551666667,66.36280245,66.90725646666667,67.44148066333334,46.472394,98.0,46.886538888888886,52.5,32.978033999999994,68.28264377454545,68.90757100363636,69.64295647272726,38.70798461538462,71.28962884,64.68472896551724,100.0,97.0,63.9500003825,83.525,76.60761600000001,81.22964428571429,58.41289705882353,36.800688115999996,57.747700345,84.33672666666666,100.0,93.41759250000001,67.25,47.979527642,69.0,69.30614444444444,99.72204,76.63636363636364,59.348483638,77.45454545454545,100.0,79.75,63.13366826,72.54999961749999,97.02917390705882
24,Belgium,,,1.5,,,,,,,,,,,87.28571428571429,54.833333333333336,56.041666666666664,57.041666666666664,58.041666666666664,96.75,72.16666666666667,38.5,58.36707039813953,27.171428571428564,94.6,39.5,66.54567149944444,66.62967075416667,67.16332347638888,67.68370265416667,68.20670450555556,68.72016821861112,45.930116,98.0114831925,46.2274362962963,61.25,30.985356,69.16646492242424,69.7646727539394,70.47934534545455,36.871700000000004,72.07586874333333,64.82092137931035,99.44668470095237,97.0,72.42500057375,67.35,77.156664,82.09301714285714,57.33031764705882,34.10116212566666,63.2897502875,85.44727222222222,98.5,93.03786000000001,71.375,42.969291463,73.0,73.45921666666666,95.3190396275,78.45454545454545,52.522725457,79.18181818181819,95.0,82.125,56.70050239,64.06666615666666,96.70556520941176
25,Belize,,,1.5,,,,,,,,,,,81.42857142857143,55.666666666666664,56.833333333333336,57.833333333333336,58.833333333333336,90.0,70.33333333333333,40.0,59.21648176372093,21.585714285714275,92.15,43.0,67.91219084555556,67.99355465833334,68.50557143611111,69.00460285833333,69.50615254444445,69.99885577388889,45.387838,98.022966385,45.5683337037037,70.0,28.992677999999998,70.05028607030303,70.62177450424242,71.31573421818182,35.03541538461538,72.86210864666667,64.95711379310345,98.89336940190476,97.0,80.900000765,51.175,77.705712,82.95639,56.24773823529412,31.401636135333334,68.83180023,86.55781777777779,97.0,92.6581275,75.5,37.959055284,77.0,77.61228888888888,90.916039255,80.27272727272727,45.696967275999995,80.9090909090909,90.0,84.5,50.26733652,55.58333269583333,96.3819565117647
26,Benin,,,1.5,,,,,,,,,,,75.57142857142857,56.5,57.625,58.625,59.625,83.25,68.5,41.5,60.065893129302324,16.0,89.7,46.5,69.27871019166666,69.35743856250001,69.84781939583334,70.3255030625,70.80560058333333,71.27754332916668,44.84556,98.0344495775,44.90923111111111,73.8,27.0,70.93410721818182,71.47887625454545,72.15212309090909,33.19913076923077,73.64834855,65.09330620689656,98.34005410285714,97.0,82.42500057375,35.0,78.25476,83.81976285714285,55.16515882352941,28.702110145,74.3738501725,87.66836333333333,95.5,92.278395,79.625,32.948819105,81.0,81.7653611111111,38.44714,82.0909090909091,38.871209095,82.63636363636364,85.0,86.875,43.83417065,47.099999235,96.05834781411765
27,Bermuda,,,1.5,,,,,,,,,,,69.71428571428572,57.333333333333336,58.416666666666664,59.416666666666664,60.416666666666664,76.5,66.66666666666667,43.0,60.91530449488372,25.833333333333336,87.25,50.0,70.64522953777778,70.72132246666666,71.19006735555556,71.64640326666667,72.10504862222223,72.55623088444445,44.303282,98.04593277000001,44.250128518518515,77.6,44.66666666666667,71.81792836606061,72.33597800484849,72.98851196363636,31.362846153846153,74.43458845333333,65.22949862068965,97.78673880380953,97.0,83.95000038250001,38.010412852222224,78.803808,84.68313571428571,54.082579411764705,38.918425120833334,79.915900115,88.77890888888889,94.0,91.8986625,83.75,43.9744095525,85.0,85.91843333333334,51.17698,83.9090909090909,52.9356045475,84.36363636363636,80.0,89.25,50.55364931875,59.599999235,95.73473911647059
28,Bhutan,,,1.5,,,,,,,,,,,63.85714285714286,58.166666666666664,59.208333333333336,60.208333333333336,61.208333333333336,69.75,64.83333333333333,44.5,61.76471586046512,35.66666666666667,84.8,53.5,72.01174888388888,72.08520637083333,72.53231531527777,72.96730347083333,73.40449666111111,73.83491843972223,43.761004,98.0574159625,43.591025925925926,81.4,62.333333333333336,72.70174951393939,73.19307975515152,73.82490083636364,29.526561538461536,75.22082835666667,65.36569103448277,97.2334235047619,97.0,85.47500019125,41.02082570444445,79.352856,85.54650857142857,53.0,49.13474009666666,85.4579500575,89.88945444444444,92.5,91.51893,87.875,55.0,89.0,90.07150555555556,63.90682,85.72727272727272,67.0,86.0909090909091,75.0,91.625,57.2731279875,72.099999235,95.41113041882353
29,Bolivia,,,1.5,,,,,,,,,,,58.0,59.0,60.0,61.0,62.0,63.0,63.0,46.0,62.61412722604651,45.5,82.35,57.0,73.37826823,73.449090275,73.874563275,74.288203675,74.7039447,75.113605995,43.218726000000004,98.068899155,42.93192333333333,85.2,80.0,73.58557066181818,74.05018150545455,74.66128970909091,27.690276923076922,76.00706826,65.50188344827586,96.68010820571429,97.0,87.0,44.031238556666665,79.901904,86.40988142857142,49.77777777777778,59.351055072499996,91.0,91.0,91.0,91.1391975,92.0,94.0,93.0,94.22457777777778,92.0,87.54545454545455,73.5,87.81818181818181,70.0,94.0,63.992606656250004,85.20000038,95.08752172117647
30,Bosnia and Herzegovina,,,1.5,,,,,,,,,,,61.333333333333336,59.833333333333336,60.791666666666664,61.791666666666664,62.791666666666664,56.25,61.166666666666664,47.5,63.46353859162791,55.333333333333336,79.9,60.5,74.74478757611111,74.81297417916667,75.21681123472223,75.60910387916667,76.00339273888889,76.39229355027778,42.676448,98.0803823475,42.27282074074074,89.0,81.02546268055555,74.46939180969697,74.90728325575758,75.49767858181818,25.85399230769231,76.79330816333334,65.63807586206897,96.12679290666667,97.0,88.2,47.04165140888889,80.450952,87.27325428571429,46.55555555555556,69.56737004833333,90.66666666666667,90.66666666666667,90.66666666666667,90.759465,98.14203822,93.0,97.0,98.37765,98.48576,89.36363636363636,80.0,89.54545454545455,65.0,92.68583347333333,70.712085325,98.300001525,94.76391302352941
31,Botswana,,,1.5,,,,,,,,,,,64.66666666666667,60.666666666666664,61.583333333333336,62.583333333333336,63.583333333333336,49.5,59.333333333333336,49.0,64.3129499572093,65.16666666666667,77.45,64.0,76.11130692222221,76.17685808333334,76.55905919444444,76.93000408333333,77.30284077777779,77.67098110555557,42.13417,98.09186554,41.613718148148145,69.0,82.05092536111111,75.35321295757576,75.7643850060606,76.33406745454545,24.017707692307688,77.57954806666666,65.77426827586207,95.57347760761904,91.5,89.4,50.05206426111111,81.0,88.13662714285715,43.33333333333333,79.78368502416666,90.33333333333333,90.33333333333333,90.33333333333333,90.3797325,94.57101911000001,92.0,86.823180575,87.70751,88.22441,91.18181818181819,86.5,91.27272727272728,60.0,91.37166694666666,77.43156399375,96.4950013725,94.44030432588235
32,Brazil,,,1.5,,,,,,,,,,,68.0,61.5,62.375,63.375,64.375,42.75,57.5,50.5,65.1623613227907,75.0,75.0,67.5,77.47782626833333,77.54074198750001,77.90130715416666,78.25090428749999,78.60228881666667,78.94966866083334,41.591892,98.1033487325,40.954615555555556,75.33333333333333,83.07638804166666,76.23703410545454,76.62148675636364,77.17045632727272,22.181423076923075,78.36578797,65.91046068965517,95.02016230857143,86.0,90.6,53.06247711333333,71.16666666666667,89.0,40.111111111111114,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,92.0,92.0,93.0,93.0,93.0,55.0,90.05750042,84.1510426625,94.69000122,94.11669562823529
33,British Virgin Islands,,,1.5,,,,,,,,,,,69.05263157894737,62.333333333333336,63.166666666666664,64.16666666666667,65.16666666666667,36.0,55.666666666666664,52.0,66.01177268837209,66.33333333333333,75.89473684210526,71.0,78.84434561444445,78.90462589166667,79.24355511388889,79.57180449166667,79.90173685555555,80.22835621611111,41.049614,98.114831925,40.29551296296296,81.66666666666667,84.10185072222222,77.12085525333333,77.47858850666667,78.0068452,20.34513846153846,79.15202787333334,66.04665310344828,94.4668470095238,81.5,91.8,56.072889965555554,61.33333333333333,87.125,36.888888888888886,76.4,77.6,83.0,88.25,87.88888888888889,93.5,90.14285714285714,91.553126526,80.6,94.328265,88.44795637583333,88.83333333333333,82.2,50.0,88.74333389333333,90.87052133125,82.650001144,93.79308693058823
34,Brunei,,,1.0,,,,,,,,,,,70.10526315789474,63.166666666666664,63.958333333333336,64.95833333333333,65.95833333333333,29.25,53.833333333333336,53.5,66.8611840539535,57.66666666666667,76.78947368421052,74.5,80.21086496055555,80.26850979583334,80.58580307361112,80.89270469583333,81.20118489444445,81.5070437713889,40.507336,98.1263151175,39.63641037037037,88.0,85.12731340277777,78.00467640121212,78.3356902569697,78.84323407272727,18.508853846153848,79.93826777666666,66.18284551724138,93.91353171047619,77.0,93.0,59.08330281777778,51.5,85.25,33.666666666666664,62.8,65.2,76.0,86.5,85.77777777777777,96.0,89.28571428571429,92.106253052,69.2,96.65653,83.89591275166667,84.66666666666667,71.4,45.0,87.42916736666666,97.59,70.610001068,93.46947823294117
35,Brunei Darussalam,,,2.0,,,,,,,,,,,71.15789473684211,64.0,64.75,65.75,66.75,22.5,52.0,55.0,67.71059541953488,49.0,77.6842105263158,78.0,81.57738430666666,81.63239370000001,81.92805103333333,82.2136049,82.50063293333334,82.78573132666668,39.965058,98.13779831,38.97730777777778,88.0,86.15277608333334,78.88849754909091,79.19279200727273,79.67962294545454,16.672569230769227,80.72450768,66.31903793103449,93.36021641142857,72.5,93.0,62.09371567,41.666666666666664,83.375,30.444444444444443,49.2,52.8,69.0,84.75,83.66666666666667,96.0,88.42857142857143,92.659379578,57.8,97.52255500000001,79.3438691275,80.5,60.599999999999994,40.0,86.11500084,97.58999634,58.570000992,93.14586953529411
